order_id,order_date,region,product_category,units_sold,revenue,cost
1611,2023-06-26,South,Sports,6,111.16,62.15
1118,2023-06-27,North,Sports,2,72.75,40.89
1661,2023-06-28,South,Books,9,77.35,44.57
2129,2023-06-28,East,Apparel,2,36.32,24.02
2163,2023-06-28,East,Apparel,9,125.04,81.64
1075,2023-06-29,North,Sports,2,79.55,50.52
1627,2023-06-29,South,Electronics,8,454.54,282.58
2169,2023-06-29,East,Apparel,4,46.41,28.78
2664,2023-06-29,West,Books,9,54.21,34.18
2689,2023-06-29,West,Electronics,5,501.56,370.95
1138,2023-06-30,North,Sports,8,426.02,292.16
2186,2023-07-01,East,Home & Garden,5,104.56,59.35
2242,2023-07-02,East,Home & Garden,6,185.7,114.92
2230,2023-07-03,East,Home & Garden,10,200.52,145.72
1663,2023-07-04,South,Electronics,4,148.82,94.49
1707,2023-07-04,South,Electronics,11,874.4,535.78
1679,2023-07-05,South,Sports,2,56.06,40.48
2705,2023-07-05,West,Home & Garden,3,104.13,68.8
1158,2023-07-06,North,Home & Garden,5,127.26,79.08
2718,2023-07-06,West,Apparel,1,10.69,7.11
1159,2023-07-07,North,Home & Garden,5,202.85,151.07
2217,2023-07-07,East,Home & Garden,10,164.64,112.66
2752,2023-07-07,West,Sports,8,294.63,202.64
1191,2023-07-08,North,Apparel,9,98.98,72.5
2733,2023-07-08,West,Apparel,10,127.1,80.39
2760,2023-07-08,West,Electronics,5,293.14,172.3
2234,2023-07-09,East,Electronics,12,216.97,137.43
2697,2023-07-09,West,Apparel,1,14.03,9.63
2747,2023-07-09,West,Electronics,1,61.48,37.04
1725,2023-07-10,South,Apparel,8,169.48,113.22
1141,2023-07-11,North,Home & Garden,9,375.43,257.95
1150,2023-07-11,North,Home & Garden,4,142.51,86.56
1708,2023-07-11,South,Electronics,3,132.31,83.63
2216,2023-07-11,East,Sports,2,65.4,45.05
2222,2023-07-11,East,Sports,9,256.42,164.19
1181,2023-07-12,North,Sports,9,82.49,59.27
1712,2023-07-12,South,Home & Garden,3,90.02,61.64
2187,2023-07-12,East,Apparel,12,91.29,61.86
2195,2023-07-13,East,Apparel,6,68.04,45.26
2213,2023-07-13,East,Apparel,12,148.43,108.91
1669,2023-07-14,South,Apparel,6,71.15,45.76
1726,2023-07-14,South,Home & Garden,3,83.91,57.19
2206,2023-07-14,East,Sports,2,38.31,22.06
2706,2023-07-14,West,Sports,1,9.31,6.4
1153,2023-07-15,North,Sports,10,393.27,244.05
1664,2023-07-15,South,Electronics,1,88.33,49.63
2209,2023-07-15,East,Apparel,7,79.55,53.14
2225,2023-07-15,East,Books,5,23.28,16.3
2719,2023-07-15,West,Sports,2,102.46,58.27
1179,2023-07-16,North,Home & Garden,8,132.2,95.59
1665,2023-07-16,South,Home & Garden,1,28.88,21.09
1698,2023-07-16,South,Books,11,98.73,56.72
1713,2023-07-16,South,Apparel,12,266.93,169.84
2744,2023-07-16,West,Books,1,6.31,4.49
1164,2023-07-17,North,Electronics,4,429.54,317.76
2249,2023-07-17,East,Books,5,26.55,18.75
2734,2023-07-17,West,Apparel,5,98.88,71.76
2185,2023-07-19,East,Home & Garden,2,47.39,34.05
2199,2023-07-19,East,Home & Garden,8,182.92,107.36
2757,2023-07-19,West,Electronics,2,229.34,168.69
1140,2023-07-20,North,Home & Garden,2,39.23,26.25
2205,2023-07-20,East,Home & Garden,5,25.33,17.39
2221,2023-07-20,East,Sports,12,260.7,173.17
2243,2023-07-20,East,Books,9,27.94,16.35
2720,2023-07-20,West,Books,3,6.35,4.1
2732,2023-07-20,West,Electronics,3,280.73,182.19
1173,2023-07-21,North,Home & Garden,12,295.36,218.94
1180,2023-07-21,North,Home & Garden,10,140.41,91.19
1189,2023-07-22,North,Books,11,54.81,37.82
2755,2023-07-22,West,Electronics,2,113.7,68.44
1677,2023-07-23,South,Sports,10,107.74,75.8
2190,2023-07-23,East,Home & Garden,5,100.22,64.13
2708,2023-07-23,West,Apparel,10,187.92,119.41
2713,2023-07-23,West,Sports,2,73.34,50.88
2727,2023-07-23,West,Electronics,2,83.46,46.05
1666,2023-07-24,South,Home & Garden,1,34.32,22.31
1691,2023-07-24,South,Books,8,82.34,55.41
1143,2023-07-25,North,Apparel,3,37.01,24.25
1190,2023-07-25,North,Electronics,8,503.2,364.6
1690,2023-07-26,South,Sports,7,231.2,151.03
2210,2023-07-26,East,Books,10,27.23,16.98
2707,2023-07-26,West,Sports,12,673.51,414.32
1714,2023-07-27,South,Books,4,20.21,12.29
2200,2023-07-27,East,Sports,2,65.85,37.53
2717,2023-07-27,West,Home & Garden,11,319.69,223.82
2176,2023-07-28,East,Apparel,11,187.72,128.98
2193,2023-07-28,East,Sports,5,63.13,39.42
2714,2023-07-28,West,Sports,12,342.33,198.5
2197,2023-07-30,East,Books,2,5.0,3.67
2246,2023-07-30,East,Apparel,6,62.87,41.3
2248,2023-07-30,East,Sports,3,27.61,15.54
1146,2023-07-31,North,Home & Garden,8,289.64,204.38
1156,2023-07-31,North,Electronics,10,881.03,621.86
1717,2023-07-31,South,Sports,6,177.51,106.64
2233,2023-07-31,East,Apparel,8,38.51,24.74
2748,2023-07-31,West,Books,9,60.59,33.36
2710,2023-08-01,West,Books,9,56.97,39.73
2749,2023-08-01,West,Electronics,6,478.58,342.68
1676,2023-08-02,South,Sports,8,327.78,182.03
1704,2023-08-02,South,Home & Garden,2,30.9,18.96
1715,2023-08-03,South,Apparel,10,89.37,64.73
2235,2023-08-03,East,Books,2,11.12,6.25
2716,2023-08-03,West,Books,8,50.67,31.41
2754,2023-08-03,West,Apparel,7,153.82,112.41
1174,2023-08-05,North,Apparel,11,167.93,114.49
1193,2023-08-05,North,Books,5,24.05,14.75
1700,2023-08-05,South,Sports,7,155.19,98.51
1720,2023-08-05,South,Home & Garden,7,176.7,128.73
2183,2023-08-05,East,Apparel,11,43.65,31.91
2698,2023-08-06,West,Home & Garden,5,89.28,58.02
2742,2023-08-06,West,Home & Garden,9,96.4,53.36
1680,2023-08-08,South,Apparel,8,82.26,54.35
2189,2023-08-09,East,Electronics,7,445.95,324.08
2702,2023-08-09,West,Books,2,10.89,6.43
1168,2023-08-10,North,Home & Garden,12,569.59,385.92
1699,2023-08-10,South,Home & Garden,10,276.2,163.74
1709,2023-08-10,South,Sports,8,254.22,144.11
1721,2023-08-10,South,Sports,3,69.17,40.58
2202,2023-08-10,East,Apparel,7,128.23,72.36
2709,2023-08-11,West,Books,2,7.15,4.94
2179,2023-08-12,East,Electronics,6,536.12,337.57
1192,2023-08-13,North,Books,6,30.43,22.56
1194,2023-08-14,North,Books,12,160.24,118.73
2704,2023-08-14,West,Sports,8,263.02,190.04
2729,2023-08-14,West,Sports,2,98.2,60.79
2737,2023-08-14,West,Home & Garden,5,73.43,44.07
1682,2023-08-15,South,Home & Garden,6,60.51,42.54
2759,2023-08-15,West,Books,9,52.07,34.25
1169,2023-08-16,North,Books,4,11.13,6.94
2700,2023-08-16,West,Books,12,28.82,20.54
1165,2023-08-17,North,Sports,2,74.96,52.26
1710,2023-08-17,South,Apparel,7,181.71,123.46
2194,2023-08-18,East,Books,1,5.0,3.09
2244,2023-08-18,East,Electronics,11,1048.74,742.36
1673,2023-08-20,South,Sports,12,721.02,445.39
2204,2023-08-20,East,Electronics,11,374.75,219.59
2236,2023-08-20,East,Electronics,6,252.41,181.59
1183,2023-08-21,North,Electronics,10,816.43,583.8
2228,2023-08-21,East,Home & Garden,1,17.81,12.12
2724,2023-08-21,West,Electronics,3,272.98,190.68
1697,2023-08-22,South,Home & Garden,11,371.87,259.15
2739,2023-08-22,West,Books,4,13.59,8.95
2226,2023-08-23,East,Books,5,47.98,29.44
2229,2023-08-23,East,Sports,4,124.54,86.73
2751,2023-08-23,West,Sports,10,208.32,126.52
1706,2023-08-24,South,Electronics,3,261.71,167.67
1149,2023-08-25,North,Electronics,4,406.79,255.15
1687,2023-08-25,South,Apparel,8,175.68,107.07
1692,2023-08-25,South,Books,12,43.55,26.57
1693,2023-08-25,South,Sports,6,259.6,151.12
1695,2023-08-25,South,Sports,11,69.54,45.91
2196,2023-08-25,East,Sports,8,139.64,103.91
2738,2023-08-25,West,Electronics,2,44.05,31.33
2743,2023-08-25,West,Apparel,6,77.84,43.27
1145,2023-08-26,North,Electronics,7,462.35,275.93
2745,2023-08-26,West,Home & Garden,7,65.18,37.65
1162,2023-08-27,North,Electronics,12,1510.71,853.56
2212,2023-08-27,East,Home & Garden,5,70.57,40.0
2188,2023-08-28,East,Electronics,12,1130.87,788.92
1157,2023-08-29,North,Sports,11,588.75,416.97
1678,2023-08-29,South,Apparel,5,70.42,52.15
2223,2023-08-29,East,Electronics,3,165.37,123.15
2741,2023-08-29,West,Electronics,4,236.47,175.88
1151,2023-08-30,North,Apparel,12,203.33,150.07
1672,2023-08-30,South,Home & Garden,3,91.0,52.22
1722,2023-08-30,South,Home & Garden,3,115.05,79.59
2746,2023-08-30,West,Electronics,1,26.21,14.55
1167,2023-09-01,North,Apparel,2,13.91,10.34
1686,2023-09-01,South,Electronics,12,985.9,613.89
1723,2023-09-01,South,Sports,8,166.46,119.35
2181,2023-09-01,East,Apparel,8,120.79,83.67
2203,2023-09-01,East,Books,1,5.0,3.36
1160,2023-09-02,North,Sports,6,288.92,206.42
1166,2023-09-02,North,Books,7,33.3,22.94
1719,2023-09-02,South,Home & Garden,8,164.82,94.87
2711,2023-09-02,West,Apparel,3,26.19,18.65
2712,2023-09-02,West,Books,12,107.39,63.08
2722,2023-09-02,West,Electronics,10,911.6,522.91
2736,2023-09-02,West,Books,11,57.58,40.63
2750,2023-09-02,West,Sports,10,79.89,45.86
1147,2023-09-03,North,Books,7,36.15,26.2
2207,2023-09-03,East,Sports,11,219.49,132.07
1186,2023-09-04,North,Apparel,6,74.28,48.39
1187,2023-09-04,North,Books,8,83.77,55.85
1724,2023-09-04,South,Home & Garden,10,262.65,166.33
2215,2023-09-04,East,Electronics,6,481.51,327.71
2753,2023-09-04,West,Books,10,75.5,53.95
2758,2023-09-04,West,Electronics,2,215.88,138.22
1670,2023-09-05,South,Apparel,8,128.85,78.18
2740,2023-09-05,West,Electronics,12,1035.41,715.32
1142,2023-09-06,North,Electronics,11,955.61,672.01
1689,2023-09-06,South,Sports,7,136.79,90.01
2214,2023-09-06,East,Books,8,62.65,35.72
2725,2023-09-06,West,Sports,4,26.8,16.55
1668,2023-09-07,South,Electronics,12,368.86,235.31
2227,2023-09-07,East,Books,7,54.23,39.3
2247,2023-09-07,East,Electronics,1,57.92,41.79
2726,2023-09-07,West,Electronics,11,346.53,245.0
1161,2023-09-08,North,Home & Garden,6,97.7,62.41
1681,2023-09-08,South,Books,8,58.37,39.31
2756,2023-09-08,West,Electronics,4,233.46,155.7
2767,2023-09-08,West,Apparel,12,162.95,90.0
1148,2023-09-09,North,Electronics,12,1461.49,846.89
1155,2023-09-09,North,Electronics,7,745.74,420.23
1170,2023-09-09,North,Apparel,10,60.06,37.95
2201,2023-09-09,East,Sports,12,320.82,201.32
2703,2023-09-09,West,Sports,6,172.18,121.8
2731,2023-09-09,West,Home & Garden,9,366.36,266.57
2177,2023-09-10,East,Sports,11,280.57,166.31
2178,2023-09-10,East,Apparel,7,124.17,82.85
2224,2023-09-10,East,Sports,4,169.85,100.6
2768,2023-09-10,West,Home & Garden,2,75.35,45.59
1685,2023-09-11,South,Books,7,36.48,24.24
2761,2023-09-11,West,Electronics,5,387.82,265.61
1154,2023-09-12,North,Sports,3,29.96,22.4
1171,2023-09-12,North,Electronics,3,404.56,285.64
1176,2023-09-12,North,Sports,10,222.24,158.0
1688,2023-09-12,South,Sports,4,124.1,82.31
2237,2023-09-13,East,Electronics,12,337.47,192.16
2764,2023-09-13,West,Sports,2,65.07,47.42
1684,2023-09-14,South,Electronics,12,321.22,232.14
2184,2023-09-14,East,Home & Garden,9,139.16,97.73
2220,2023-09-14,East,Sports,11,287.77,205.62
2762,2023-09-14,West,Home & Garden,3,102.39,75.63
1671,2023-09-15,South,Home & Garden,11,246.18,138.83
1674,2023-09-15,South,Sports,2,86.98,61.0
2198,2023-09-15,East,Books,4,26.45,15.03
2211,2023-09-15,East,Home & Garden,5,128.96,81.68
2219,2023-09-15,East,Home & Garden,2,30.4,21.75
1152,2023-09-16,North,Books,7,50.56,32.43
1175,2023-09-16,North,Home & Garden,10,87.94,52.07
1185,2023-09-16,North,Books,7,49.55,33.26
1702,2023-09-16,South,Electronics,12,954.66,584.11
2218,2023-09-16,East,Sports,3,14.32,8.64
1667,2023-09-17,South,Apparel,9,49.15,29.8
1184,2023-09-18,North,Books,2,15.36,8.89
1718,2023-09-18,South,Sports,5,218.96,127.87
1139,2023-09-19,North,Home & Garden,2,49.57,33.24
1683,2023-09-19,South,Home & Garden,7,115.36,78.4
1711,2023-09-19,South,Apparel,2,15.69,9.45
2191,2023-09-19,East,Apparel,1,13.26,9.01
2735,2023-09-19,West,Electronics,4,299.52,218.95
1163,2023-09-20,North,Sports,6,50.11,31.95
1172,2023-09-20,North,Books,3,32.32,19.74
2208,2023-09-20,East,Electronics,10,857.45,638.25
1675,2023-09-21,South,Sports,6,186.46,106.58
1696,2023-09-21,South,Electronics,12,841.59,614.46
1705,2023-09-21,South,Sports,1,32.84,20.25
2238,2023-09-21,East,Electronics,8,664.7,470.26
2696,2023-09-21,West,Apparel,2,13.89,10.05
2231,2023-09-22,East,Sports,9,195.18,125.78
2245,2023-09-22,East,Apparel,6,87.16,61.67
2721,2023-09-22,West,Books,4,35.68,24.52
1144,2023-09-23,North,Home & Garden,10,139.04,81.08
2728,2023-09-24,West,Home & Garden,3,29.98,18.69
2763,2023-09-24,West,Sports,11,193.92,110.09
2766,2023-09-24,West,Sports,3,81.22,50.78
1182,2023-09-25,North,Sports,5,298.8,186.21
2715,2023-09-25,West,Electronics,3,231.73,168.39
1177,2023-09-26,North,Sports,5,139.75,80.88
1694,2023-09-26,South,Books,4,36.6,24.23
1701,2023-09-26,South,Apparel,5,97.95,72.81
2192,2023-09-26,East,Home & Garden,4,84.62,50.11
2723,2023-09-26,West,Sports,7,203.18,116.33
1188,2023-09-27,North,Electronics,10,765.65,510.46
1716,2023-09-27,South,Sports,11,382.69,214.47
2241,2023-09-27,East,Apparel,3,56.12,32.53
2699,2023-09-27,West,Apparel,7,100.92,55.63
2730,2023-09-27,West,Books,8,23.35,17.21
2765,2023-09-27,West,Books,9,57.16,40.64
1703,2023-09-28,South,Home & Garden,11,375.6,280.05
2180,2023-09-28,East,Home & Garden,5,167.7,113.44
2239,2023-09-28,East,Home & Garden,10,97.78,64.8
2182,2023-09-29,East,Apparel,3,50.48,36.43
2701,2023-09-29,West,Books,2,7.12,3.93
1178,2023-09-30,North,Home & Garden,12,235.38,140.84
2232,2023-09-30,East,Apparel,6,28.89,18.45
2240,2023-09-30,East,Home & Garden,5,110.4,77.14
2773,2023-10-01,West,Home & Garden,3,41.7,29.86
2777,2023-10-01,West,Sports,8,242.87,138.66
2819,2023-10-01,West,Apparel,12,51.72,36.88
2251,2023-10-02,East,Books,7,28.74,19.34
2282,2023-10-02,East,Apparel,9,177.15,120.85
1740,2023-10-03,South,Apparel,1,18.55,10.91
2771,2023-10-03,West,Books,2,23.22,13.92
2774,2023-10-03,West,Apparel,6,52.18,32.02
2285,2023-10-04,East,Home & Garden,1,33.93,22.72
2813,2023-10-04,West,Sports,3,80.88,53.83
1750,2023-10-05,South,Electronics,6,333.6,207.18
1758,2023-10-05,South,Apparel,10,156.98,98.96
1770,2023-10-05,South,Apparel,9,212.95,118.84
2775,2023-10-05,West,Apparel,12,60.98,39.44
1727,2023-10-06,South,Books,8,51.36,28.75
1751,2023-10-06,South,Books,5,13.14,9.71
2770,2023-10-06,West,Sports,3,168.56,95.01
2798,2023-10-07,West,Electronics,11,1242.67,899.66
2781,2023-10-08,West,Sports,6,45.98,29.17
2782,2023-10-08,West,Apparel,10,195.46,135.23
1251,2023-10-09,North,Sports,11,496.53,280.44
2266,2023-10-09,East,Home & Garden,6,211.46,130.39
2275,2023-10-09,East,Home & Garden,6,67.4,49.47
2776,2023-10-09,West,Books,3,7.82,5.72
2835,2023-10-09,West,Sports,4,192.5,111.11
2799,2023-10-10,West,Electronics,3,327.02,228.03
1245,2023-10-11,North,Books,4,21.1,11.87
2840,2023-10-11,West,Electronics,12,577.88,322.9
1243,2023-10-12,North,Electronics,5,338.92,221.14
1767,2023-10-12,South,Electronics,7,701.88,458.88
2270,2023-10-12,East,Books,8,42.97,27.51
2811,2023-10-12,West,Books,9,100.79,68.51
1240,2023-10-13,North,Sports,4,248.96,138.4
2280,2023-10-13,East,Home & Garden,6,139.33,78.98
1244,2023-10-14,North,Electronics,2,108.63,68.17
2308,2023-10-14,East,Electronics,12,953.09,707.81
2311,2023-10-14,East,Sports,9,362.35,207.1
1202,2023-10-15,North,Home & Garden,3,95.73,65.56
1738,2023-10-15,South,Electronics,3,248.95,152.0
2296,2023-10-15,East,Electronics,9,829.04,616.19
1753,2023-10-16,South,Apparel,6,52.24,35.49
2305,2023-10-16,East,Books,5,31.9,21.0
2769,2023-10-17,West,Electronics,9,1023.89,609.82
2783,2023-10-17,West,Electronics,9,564.57,384.59
2797,2023-10-17,West,Electronics,11,842.98,623.81
2834,2023-10-17,West,Electronics,10,295.48,205.91
1204,2023-10-18,North,Sports,6,171.38,114.22
1757,2023-10-19,South,Electronics,12,977.99,549.92
1769,2023-10-19,South,Books,3,21.22,13.6
1771,2023-10-20,South,Electronics,6,309.99,196.64
2271,2023-10-20,East,Home & Garden,2,47.37,34.48
2274,2023-10-20,East,Apparel,3,24.58,16.17
1785,2023-10-22,South,Apparel,9,239.26,161.3
2257,2023-10-22,East,Apparel,10,101.56,70.61
2795,2023-10-22,West,Electronics,4,262.1,175.02
2791,2023-10-23,West,Home & Garden,12,423.68,300.55
1779,2023-10-24,South,Sports,1,9.81,5.68
2290,2023-10-24,East,Home & Garden,6,142.7,104.16
1203,2023-10-25,North,Apparel,10,259.17,152.12
1223,2023-10-25,North,Electronics,5,308.72,211.25
2292,2023-10-26,East,Apparel,1,5.0,3.23
1227,2023-10-27,North,Home & Garden,6,99.15,66.02
2277,2023-10-27,East,Sports,1,20.52,12.0
2279,2023-10-27,East,Electronics,9,506.24,318.96
1224,2023-10-28,North,Sports,4,31.07,17.82
1762,2023-10-28,South,Electronics,9,674.22,450.72
1787,2023-10-28,South,Books,9,27.79,19.9
2814,2023-10-28,West,Apparel,3,53.89,37.09
2778,2023-10-29,West,Home & Garden,10,199.4,134.29
2822,2023-10-29,West,Home & Garden,1,9.37,6.6
1197,2023-10-30,North,Electronics,2,129.18,95.05
1199,2023-10-30,North,Books,12,117.66,86.35
1231,2023-10-30,North,Electronics,12,521.73,382.19
1756,2023-10-30,South,Apparel,7,82.21,45.7
2258,2023-10-30,East,Home & Garden,8,158.38,97.1
2789,2023-10-30,West,Electronics,1,78.2,58.08
2804,2023-10-30,West,Home & Garden,4,155.49,101.53
1749,2023-10-31,South,Apparel,9,43.36,31.6
1763,2023-10-31,South,Home & Garden,12,371.35,213.44
2808,2023-10-31,West,Books,2,21.24,15.1
2817,2023-10-31,West,Books,5,28.99,18.74
1734,2023-11-01,South,Books,7,21.0,11.95
1766,2023-11-01,South,Electronics,6,385.77,243.97
2263,2023-11-01,East,Home & Garden,10,70.77,42.95
2303,2023-11-01,East,Sports,3,153.62,92.98
2779,2023-11-01,West,Books,7,53.33,38.58
1211,2023-11-02,North,Electronics,12,467.56,340.78
1780,2023-11-02,South,Electronics,3,122.99,69.08
2307,2023-11-02,East,Electronics,11,717.97,427.14
1196,2023-11-04,North,Books,12,38.83,23.11
1241,2023-11-04,North,Sports,8,123.53,87.02
2794,2023-11-04,West,Sports,3,35.76,24.89
2833,2023-11-04,West,Apparel,2,21.38,15.09
2294,2023-11-05,East,Books,6,37.95,25.91
2785,2023-11-05,West,Books,10,38.6,27.33
1748,2023-11-06,South,Electronics,11,783.63,508.38
2269,2023-11-06,East,Books,6,52.77,37.45
1195,2023-11-07,North,Electronics,5,528.51,378.2
1218,2023-11-07,North,Apparel,12,233.44,174.41
1242,2023-11-07,North,Apparel,12,122.08,75.95
1747,2023-11-07,South,Sports,7,338.12,228.02
2830,2023-11-07,West,Electronics,11,980.62,695.7
1741,2023-11-08,South,Sports,3,43.47,28.01
2253,2023-11-08,East,Home & Garden,9,252.68,186.77
1772,2023-11-09,South,Home & Garden,4,18.77,12.13
1773,2023-11-09,South,Books,8,63.35,41.24
2259,2023-11-09,East,Sports,10,234.23,166.55
2786,2023-11-09,West,Home & Garden,7,147.55,109.28
1238,2023-11-10,North,Electronics,4,288.66,172.65
2787,2023-11-10,West,Apparel,4,79.89,56.7
2810,2023-11-10,West,Sports,10,437.02,260.69
2262,2023-11-11,East,Sports,12,579.42,400.55
2291,2023-11-11,East,Sports,6,40.04,22.41
2780,2023-11-11,West,Home & Garden,10,311.11,213.39
1201,2023-11-12,North,Home & Garden,8,200.01,117.72
1754,2023-11-12,South,Apparel,2,28.09,17.37
2820,2023-11-12,West,Books,7,48.36,33.06
1737,2023-11-13,South,Apparel,4,76.96,42.42
2293,2023-11-14,East,Apparel,11,237.01,151.21
1226,2023-11-15,North,Home & Garden,5,130.26,79.99
2276,2023-11-15,East,Electronics,3,317.52,228.88
2298,2023-11-15,East,Books,10,66.99,46.14
2802,2023-11-15,West,Electronics,11,844.89,507.77
2284,2023-11-16,East,Electronics,3,73.6,40.9
2826,2023-11-16,West,Electronics,6,623.66,345.93
2283,2023-11-17,East,Books,7,25.96,17.75
1213,2023-11-18,North,Sports,7,234.45,137.32
2261,2023-11-18,East,Home & Garden,9,100.55,60.19
2788,2023-11-18,West,Apparel,11,133.72,89.81
2824,2023-11-18,West,Books,12,110.48,72.69
1239,2023-11-19,North,Books,6,20.3,12.57
1781,2023-11-19,South,Electronics,6,174.88,104.57
2796,2023-11-19,West,Books,1,12.34,7.22
2815,2023-11-19,West,Sports,7,367.35,269.6
1200,2023-11-20,North,Sports,3,163.17,93.25
1234,2023-11-20,North,Electronics,6,764.54,432.82
1736,2023-11-20,South,Electronics,2,112.61,80.13
1768,2023-11-20,South,Home & Garden,10,236.41,168.98
1775,2023-11-20,South,Home & Garden,9,168.48,93.5
1729,2023-11-21,South,Electronics,1,98.95,56.81
1760,2023-11-21,South,Sports,11,452.26,319.44
1761,2023-11-21,South,Apparel,5,74.6,49.1
2272,2023-11-21,East,Books,5,26.55,15.79
2304,2023-11-21,East,Electronics,12,1082.44,597.67
1198,2023-11-22,North,Sports,8,184.97,125.86
1228,2023-11-23,North,Home & Garden,3,95.86,59.19
1743,2023-11-23,South,Sports,12,86.13,59.85
2287,2023-11-23,East,Books,8,54.54,31.4
2309,2023-11-23,East,Electronics,11,344.19,211.94
2818,2023-11-23,West,Books,11,57.87,32.96
1215,2023-11-24,North,Books,7,85.12,48.74
1732,2023-11-24,South,Electronics,1,73.96,48.48
2821,2023-11-24,West,Home & Garden,2,41.66,28.78
1246,2023-11-25,North,Home & Garden,7,140.31,94.48
2314,2023-11-25,East,Electronics,4,301.26,209.62
1746,2023-11-26,South,Apparel,9,210.17,121.11
2255,2023-11-26,East,Home & Garden,11,123.66,75.57
1210,2023-11-27,North,Electronics,8,276.25,153.14
1742,2023-11-27,South,Books,4,9.2,6.37
2790,2023-11-27,West,Sports,8,335.9,191.71
1247,2023-11-28,North,Electronics,3,151.46,93.44
1752,2023-11-28,South,Electronics,2,177.42,103.51
1774,2023-11-28,South,Sports,11,470.48,280.67
2252,2023-11-28,East,Electronics,5,426.42,315.67
2260,2023-11-28,East,Home & Garden,1,24.02,15.26
1212,2023-11-30,North,Electronics,5,308.47,230.91
1745,2023-11-30,South,Electronics,8,639.66,411.84
2264,2023-11-30,East,Apparel,12,287.43,191.09
2301,2023-11-30,East,Sports,6,97.56,71.67
2823,2023-11-30,West,Electronics,9,625.61,413.4
2836,2023-11-30,West,Apparel,9,120.43,68.38
1225,2023-12-01,North,Apparel,12,105.23,69.11
1783,2023-12-01,South,Electronics,7,467.21,328.26
2832,2023-12-01,West,Home & Garden,9,289.27,201.41
1229,2023-12-02,North,Sports,8,403.8,265.87
1730,2023-12-02,South,Sports,12,154.37,100.73
1731,2023-12-02,South,Sports,7,303.12,193.03
2254,2023-12-02,East,Electronics,6,610.04,347.06
2800,2023-12-02,West,Books,12,99.09,60.32
1220,2023-12-03,North,Electronics,6,613.67,383.72
2793,2023-12-03,West,Books,3,18.18,13.26
1755,2023-12-04,South,Apparel,2,39.6,25.97
2297,2023-12-04,East,Apparel,7,163.03,96.14
2289,2023-12-05,East,Apparel,3,14.79,8.8
1219,2023-12-06,North,Apparel,7,42.62,27.08
1777,2023-12-06,South,Apparel,8,32.8,19.39
2828,2023-12-06,West,Books,9,54.33,40.13
2837,2023-12-06,West,Books,3,28.69,21.18
2256,2023-12-07,East,Sports,2,67.58,42.52
2268,2023-12-07,East,Electronics,9,449.75,295.83
2286,2023-12-07,East,Apparel,3,37.2,23.92
2299,2023-12-07,East,Apparel,6,118.18,81.92
1214,2023-12-08,North,Sports,9,416.51,288.98
1221,2023-12-08,North,Sports,4,201.6,149.9
1253,2023-12-08,North,Books,11,45.42,30.1
1791,2023-12-08,South,Electronics,11,754.51,561.66
1250,2023-12-09,North,Apparel,11,61.13,43.78
2300,2023-12-09,East,Books,7,36.23,26.97
2838,2023-12-09,West,Home & Garden,1,20.55,11.68
1222,2023-12-11,North,Books,3,19.36,12.72
1788,2023-12-11,South,Home & Garden,7,242.69,181.03
2265,2023-12-11,East,Electronics,8,313.96,174.05
2825,2023-12-11,West,Books,9,71.97,48.43
1237,2023-12-12,North,Sports,5,234.41,172.47
2809,2023-12-12,West,Books,7,64.5,39.42
1205,2023-12-13,North,Electronics,5,421.15,273.96
1209,2023-12-13,North,Books,3,27.73,20.24
2784,2023-12-13,West,Home & Garden,3,49.95,34.29
2829,2023-12-13,West,Home & Garden,3,49.03,31.74
2839,2023-12-13,West,Home & Garden,1,32.64,19.17
2278,2023-12-14,East,Books,2,11.81,7.48
2812,2023-12-15,West,Sports,3,40.72,26.87
1208,2023-12-16,North,Electronics,9,610.14,397.26
1252,2023-12-16,North,Sports,10,470.98,292.91
1782,2023-12-16,South,Books,4,10.55,6.66
2827,2023-12-16,West,Apparel,3,17.56,13.04
1207,2023-12-17,North,Home & Garden,7,268.1,183.93
1739,2023-12-18,South,Home & Garden,12,196.09,112.24
2302,2023-12-18,East,Books,2,18.73,13.86
2306,2023-12-18,East,Sports,3,74.0,46.35
2807,2023-12-19,West,Apparel,8,135.69,92.8
1765,2023-12-20,South,Books,10,62.97,39.39
1776,2023-12-20,South,Home & Garden,9,80.77,59.89
2250,2023-12-21,East,Electronics,4,253.54,154.66
2792,2023-12-21,West,Sports,1,12.47,8.06
1230,2023-12-22,North,Electronics,9,238.6,171.44
1236,2023-12-22,North,Home & Garden,10,457.86,315.22
1728,2023-12-22,South,Home & Garden,6,135.84,81.23
1733,2023-12-22,South,Books,2,6.08,4.44
1790,2023-12-22,South,Electronics,10,661.37,464.61
2281,2023-12-22,East,Sports,8,423.61,248.01
2312,2023-12-22,East,Electronics,10,300.66,214.39
2801,2023-12-22,West,Apparel,8,70.99,51.79
2831,2023-12-22,West,Books,3,16.39,9.48
1235,2023-12-23,North,Electronics,2,109.98,79.08
1248,2023-12-23,North,Books,3,11.93,7.32
1764,2023-12-23,South,Electronics,8,431.29,286.0
1784,2023-12-23,South,Apparel,5,57.98,38.16
1786,2023-12-23,South,Apparel,1,25.94,18.64
1216,2023-12-24,North,Sports,10,147.21,98.57
1232,2023-12-24,North,Sports,1,39.51,21.87
1735,2023-12-24,South,Books,5,42.02,29.72
2288,2023-12-24,East,Books,6,56.01,32.22
